skillCornerId,trackId,optaId,sportLogicId,inStatId,dob,name,jerseyNumber,position,team_skillCornerId,yellowCard,redCard,injured,goal,ownGoal,startTime,endTime,subbedIn,subbedOut,side,gameId,gameDate,homeTeamId,homeTeamName,awayTeamId,awayTeamName,playerId,teamId,opta_teamId
8391,8401,60307,12662,15308,1991-06-15,Pascal Gross,13,LM,308,0,0,FALSE,0,0,01:18:14,NA,TRUE,FALSE,home,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,71ef9f1c4c2b2fa5c67577991995e191f7d7189f3ff6863c392f2e7764873936,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,36
24540,25572,198869,15053,425805,1997-10-08,Ben White,3,RCB,308,0,0,FALSE,0,0,00:00:00,01:18:14,FALSE,TRUE,home,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,9f43f887be46814fd9e7190b0296432ddd2c83ea3ac1aabfc74132fc8bb57d02,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,36
24641,25676,232792,36407,434619,2000-09-30,Tariq Lamptey,2,RWB,308,1,0,FALSE,0,0,00:00:00,NA,FALSE,FALSE,home,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,eed08a1e908beb8c77510b8d8ee0dab681d611fe5a7716187677360f3039e711,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,36
7828,7838,116594,12725,159566,1991-03-29,N'Golo Kante,7,RM,49,0,0,FALSE,0,0,00:00:00,NA,FALSE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,cedfe37314f4cda689006461498a507b1b33009e076f5cf440911cbc33e7e10c,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
5365,5375,85955,14835,17935,1991-12-20,Jorginho,5,LM,49,0,0,TRUE,1,0,00:00:00,01:24:23,FALSE,TRUE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,a093f6b55254780919cddeec4b607b4b72b97497f7acfa4aa71acfafe146a0e9,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
12485,12637,219847,19821,269823,1999-06-11,Kai Havertz,29,RW,49,0,0,FALSE,0,0,00:00:00,01:19:33,FALSE,TRUE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,d852020e305114abbdef2c6680626fd9743629a930f194715237a2c97f1d2974,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
9306,9316,88894,12913,5842,1993-12-05,Ross Barkley,8,RF,49,0,0,FALSE,0,0,01:00:44,NA,TRUE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,929239479424b9cfab160960d670d5115a4cf9387b8104c86274915269fb9fb2,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
9342,9352,126187,14837,170511,1996-01-23,Ruben Loftus-Cheek,12,RF,49,0,0,FALSE,0,0,00:00:00,01:00:44,FALSE,TRUE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,959d1756675b93dfda464e3c7c5edf58f038f0608006b4072aeaa67fd52476d6,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
1713,1723,41328,12723,7358,1989-08-28,Cesar Azpilicueta,28,RWB,49,0,0,FALSE,0,0,01:24:23,NA,TRUE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,5fd2a9618f9c3e52194d4fd115c9177d8e5007b13f423e9c150dcfeaae2b8701,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
12104,12245,209046,12914,422788,2000-11-07,Callum Hudson-Odoi,20,RW,49,0,0,FALSE,0,0,01:19:33,NA,TRUE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,8657aa43eb6230e347e7065ee35e165040781a8e36625e875d81670941152af4,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
6012,6022,103192,12906,14188,1994-10-27,Kurt Zouma,15,LCB,49,0,0,FALSE,1,0,00:00:00,NA,FALSE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,957e96878335293e1b2d97a906ccf182c725390214158f4e0f54c56b0cf41fb1,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
12098,12239,225796,21807,419334,1999-12-08,Reece James,24,RWB,49,0,0,FALSE,1,0,00:00:00,NA,FALSE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,fb80b18384aa51fa727536f3f44101528774e988c3aee349769af28b85313e0a,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
11691,11789,109745,14836,18788,1994-10-03,Kepa Arrizabalaga,1,GK,49,0,0,FALSE,0,0,00:00:00,NA,FALSE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,d8db35953e75ba6c25c946c1fadea2dca90114fccbe767f1da0c114ad91d9607,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
10391,10401,165153,12587,120708,1996-03-06,Timo Werner,11,CF,49,0,0,FALSE,0,0,00:00:00,NA,FALSE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,3536a7999c8445b5e976a97ac29ddaeb67f8617ff3b8d73bc4401f76bcc672e2,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
6823,6833,82263,12729,5748,1990-12-28,Marcos Alonso,3,LWB,49,0,0,FALSE,0,0,00:00:00,NA,FALSE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,4fdd6d44f27fccd6926b99b66b96ac31acb58d78aa3c5a38c1cab36fb7cd9c05,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
13078,13258,184341,21572,275416,1999-01-10,Mason Mount,19,LW,49,0,0,FALSE,0,0,00:00:00,NA,FALSE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,6789255fa015dd9f081e05d224552ca72e61afd17309ed6b406c4b423e38dc26,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
797,807,135363,12739,94530,1996-04-10,Andreas Christensen,4,RCB,49,0,0,FALSE,0,0,00:00:00,NA,FALSE,FALSE,away,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,27a873ab8064d003025d1809775a404ea6d66f3ce24ea895a7a5ba10d8b34f98,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,8
7153,7163,131897,12666,23788,1992-04-08,Mathew Ryan,1,GK,308,0,0,FALSE,0,0,00:00:00,NA,FALSE,FALSE,home,9648,2020-09-14T19:15:00.000Z,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,Brighton and Hove Albion,66fae705a10eba94c95996e92357a5a6e4988f27152e19905db6a230a5e48a2c,Chelsea,587be382e0c2d39f10ae637a2667d423288e199e6055bcb236155eb00809554c,4f35c234f60958c162fc74350990a75c5bca56d8d67cf0cfa2bb6dfee22c833f,36
